NHL_player_ID, player,season,timeOnIce,ot,shutouts,wins,ties,losses,saves,powerPlaySaves,shortHandedSaves,evenSaves,shortHandedShots,evenShots,powerPlayShots,savePercentage,goalAgainstAverage,games,gamesStarted,shotsAgainst,goalsAgainst,powerPlaySavePercentage,shortHandedSavePercentage,evenStrengthSavePercentage
8452440,Kay Whitmore,19911992,2567:01,NA,3,14,6,21,1137,0,0,0,7,99,48,0.88,3.6229,45,43,1292,155,0.0,0.0,0.0,
8452440,Kay Whitmore,19921993,1817:10,NA,1,18,4,8,764,0,0,0,2,61,31,0.89,3.1037,31,30,858,94,0.0,0.0,0.0,
8452440,Kay Whitmore,19931994,1921:29,NA,0,18,0,14,735,0,0,0,5,73,35,0.867,3.5285,32,32,848,113,0.0,0.0,0.0,
8452440,Kay Whitmore,19941995,557:32,NA,0,0,2,6,242,0,0,0,3,22,12,0.867,3.9818,11,8,279,37,0.0,0.0,0.0,
8452440,Kay Whitmore,20002001,202:49,NA,0,1,0,2,76,20,4,52,5,63,26,0.809,5.325,5,2,94,18,76.92307692307693,80.0,82.53968253968253,
8452440,Kay Whitmore,20012002,58:25,NA,0,0,0,1,18,3,0,15,0,17,4,0.857,3.0813,1,1,21,3,75.0,NA,88.23529411764706,
8452519,Bernie Wolfe,19751976,2129:33,NA,0,5,7,23,1152,0,0,0,NA,NA,NA,0.886154,4.1699,40,34,1300,148,NA,NA,NA,
8452519,Bernie Wolfe,19761977,1776:58,NA,1,7,9,15,828,0,0,0,NA,NA,NA,0.878981,3.8493,37,31,942,114,NA,NA,NA,
8452519,Bernie Wolfe,19771978,1324:53,NA,0,4,4,14,635,0,0,0,NA,NA,NA,0.871056,4.257,25,23,729,94,NA,NA,NA,
8452519,Bernie Wolfe,19781979,859:19,NA,0,4,1,9,402,0,0,0,NA,NA,NA,0.855319,4.748,17,16,470,68,NA,NA,NA,
8452535,Ken Wregget,19831984,165:00,NA,0,1,1,1,114,0,0,0,NA,NA,NA,0.890625,5.0909,3,3,128,14,NA,NA,NA,
8452535,Ken Wregget,19841985,1268:17,NA,0,2,3,15,651,0,0,0,NA,NA,NA,0.864542,4.8254,23,19,753,102,NA,NA,NA,
8452535,Ken Wregget,19851986,1563:09,NA,0,9,4,13,785,0,0,0,NA,NA,NA,0.874165,4.3374,30,27,898,113,NA,NA,NA,
8452535,Ken Wregget,19861987,3025:35,NA,0,22,3,28,1394,0,0,0,NA,NA,NA,0.874529,3.9662,56,51,1594,200,NA,NA,NA,
8452535,Ken Wregget,19871988,2992:39,NA,2,12,4,35,1487,0,0,0,7,153,62,0.87,4.4509,56,52,1709,222,0.0,0.0,0.0,
8452535,Ken Wregget,19881989,1887:49,NA,0,9,2,20,897,0,0,0,3,96,40,0.866,4.4178,32,31,1036,139,0.0,0.0,0.0,
8452535,Ken Wregget,19881989,129:43,NA,0,1,0,1,60,0,0,0,0,9,4,0.822,6.0131,3,2,73,13,0.0,NA,0.0,
8452535,Ken Wregget,19891990,2961:29,NA,0,22,3,24,1388,0,0,0,4,119,45,0.891,3.424,51,50,1557,169,0.0,0.0,0.0,
8452535,Ken Wregget,19901991,1484:27,NA,0,10,3,14,572,0,0,0,6,57,25,0.867,3.5569,30,23,660,88,0.0,0.0,0.0,
8452535,Ken Wregget,19911992,1259:15,NA,0,9,3,8,482,0,0,0,1,51,22,0.865,3.5736,23,23,557,75,0.0,0.0,0.0,
8452535,Ken Wregget,19911992,448:10,NA,0,5,0,3,171,0,0,0,1,23,7,0.847,4.1502,9,7,202,31,0.0,0.0,0.0,
8452535,Ken Wregget,19921993,1367:43,NA,0,13,2,7,614,0,0,0,6,49,23,0.887,3.4218,25,22,692,78,0.0,0.0,0.0,
8452535,Ken Wregget,19931994,2455:53,NA,1,21,7,12,1153,0,0,0,5,97,36,0.893,3.3715,42,38,1291,138,0.0,0.0,0.0,
8452535,Ken Wregget,19941995,2208:28,NA,0,25,2,9,1101,0,0,0,2,82,34,0.903,3.2058,38,38,1219,118,0.0,0.0,0.0,
8452535,Ken Wregget,19951996,2132:15,NA,3,20,2,13,1090,0,0,0,6,74,35,0.905,3.236,37,34,1205,115,0.0,0.0,0.0,
8452535,Ken Wregget,19961997,2514:23,NA,2,17,6,17,1247,0,0,0,4,99,33,0.902,3.2453,46,43,1383,136,0.0,0.0,0.0,
8452535,Ken Wregget,19971998,611:26,NA,0,3,2,6,265,55,18,192,23,211,59,0.904,2.7476,15,9,293,28,93.22033898305084,78.26086956521739,90.99526066350711,
8452535,Ken Wregget,19981999,1589:59,NA,1,10,4,12,645,116,18,434,18,476,141,0.906,2.5283,27,26,712,67,82.26950354609929,100.0,91.17647058823529,
8452535,Ken Wregget,19992000,1578:43,NA,0,14,2,10,630,102,37,492,37,546,117,0.9,2.6604,29,26,700,70,87.17948717948718,100.0,90.10989010989012,
8452576,Wendell Young,19851986,1017:50,NA,0,4,3,9,474,0,0,0,NA,NA,NA,0.885981,3.5959,22,13,535,61,NA,NA,NA,
8452576,Wendell Young,19861987,418:43,NA,0,1,1,6,187,0,0,0,NA,NA,NA,0.842342,5.0153,8,6,222,35,NA,NA,NA,
8452576,Wendell Young,19871988,319:19,NA,0,3,0,2,128,0,0,0,0,15,5,0.865,3.758,6,5,148,20,0.0,NA,0.0,
8452576,Wendell Young,19881989,1150:18,NA,0,12,0,9,581,0,0,0,1,66,25,0.863,4.7987,22,18,673,92,0.0,0.0,0.0,
8452576,Wendell Young,19891990,2318:16,NA,1,16,3,20,1102,0,0,0,9,108,43,0.873,4.1669,43,37,1263,161,0.0,0.0,0.0,
8452576,Wendell Young,19901991,772:57,NA,0,4,2,6,376,0,0,0,3,37,12,0.879,4.0365,18,10,428,52,0.0,0.0,0.0,
8452576,Wendell Young,19911992,837:40,NA,0,7,0,6,423,0,0,0,1,39,13,0.889,3.7963,18,12,476,53,0.0,0.0,0.0,
8452576,Wendell Young,19921993,1591:29,NA,0,7,2,19,661,0,0,0,3,65,28,0.872,3.657,31,27,758,97,0.0,0.0,0.0,
8452576,Wendell Young,19931994,479:42,NA,1,2,1,3,191,0,0,0,1,13,6,0.905,2.5016,9,6,211,20,0.0,0.0,0.0,
8452576,Wendell Young,19941995,496:38,NA,0,3,0,6,228,0,0,0,2,18,7,0.894,3.262,10,7,255,27,0.0,0.0,0.0,
8452581,Michael Zanier,19841985,185:00,NA,0,1,1,1,88,0,0,0,NA,NA,NA,0.88,3.8919,3,3,100,12,NA,NA,NA,
8455501,Mike Bales,19921993,24:48,NA,0,0,0,0,9,0,0,0,0,1,0,0.9,2.4194,1,0,10,1,NA,NA,0.0,
8455501,Mike Bales,19941995,02:36,NA,0,0,0,0,1,0,0,0,0,0,0,1.0,0.0,1,0,1,0,NA,NA,NA,
8455501,Mike Bales,19951996,1040:12,NA,0,2,1,14,488,0,0,0,3,49,20,0.871,4.153,20,16,560,72,0.0,0.0,0.0,
8455501,Mike Bales,19961997,51:41,NA,0,0,0,1,14,0,0,0,0,3,1,0.778,4.6437,1,0,18,4,0.0,NA,0.0,
8455633,John Blue,19921993,1322:02,NA,1,9,4,8,533,0,0,0,3,46,15,0.893,2.9046,23,21,597,64,0.0,0.0,0.0,
8455633,John Blue,19931994,944:07,NA,0,5,3,8,360,0,0,0,1,36,10,0.885,2.9869,18,14,407,47,0.0,0.0,0.0,
8455633,John Blue,19951996,255:23,NA,0,2,0,2,122,0,0,0,1,8,6,0.891,3.5241,5,4,137,15,0.0,0.0,0.0,
8455710,Martin Brodeur,19911992,178:31,NA,0,2,0,1,75,0,0,0,0,5,5,0.882,3.361,4,2,85,10,0.0,NA,0.0,
8455710,Martin Brodeur,19931994,2625:04,NA,3,27,8,11,1133,0,0,0,5,64,36,0.915,2.3999,47,47,1238,105,0.0,0.0,0.0,
8455710,Martin Brodeur,19941995,2184:25,NA,3,19,6,11,819,0,0,0,3,67,19,0.902,2.4446,40,39,908,89,0.0,0.0,0.0,
8455710,Martin Brodeur,19951996,4433:19,NA,6,34,12,30,1781,0,0,0,8,121,44,0.911,2.3414,77,75,1954,173,0.0,0.0,0.0,
8455710,Martin Brodeur,19961997,3838:16,NA,10,37,13,14,1513,0,0,0,7,95,18,0.927,1.8758,67,64,1633,120,0.0,0.0,0.0,
8455710,Martin Brodeur,19971998,4128:24,NA,10,43,8,17,1439,210,54,1195,59,1288,242,0.917,1.8893,70,69,1569,130,86.77685950413223,91.52542372881356,92.77950310559007,
8455710,Martin Brodeur,19981999,4238:50,NA,4,39,10,21,1566,254,58,1253,63,1370,294,0.906,2.2931,70,70,1728,162,86.39455782312925,92.06349206349206,91.45985401459853,
8455710,Martin Brodeur,19992000,4311:54,NA,6,43,8,20,1636,265,51,1321,57,1448,292,0.91,2.2403,72,72,1797,161,90.75342465753424,89.47368421052632,91.22928176795581,
8455710,Martin Brodeur,20002001,4296:30,NA,9,42,11,17,1596,234,62,1300,68,1415,279,0.906,2.3182,72,72,1762,166,83.87096774193549,91.17647058823529,91.87279151943463,
8455710,Martin Brodeur,20012002,4346:58,NA,4,38,9,26,1499,213,50,1236,56,1348,251,0.906,2.1532,73,73,1655,156,84.86055776892431,89.28571428571429,91.69139465875371,
8455710,Martin Brodeur,20022003,4374:21,NA,9,41,9,23,1559,201,47,1311,51,1423,232,0.914,2.0163,73,73,1706,147,86.63793103448276,92.15686274509804,92.12930428671821,
8455710,Martin Brodeur,20032004,4554:33,NA,11,38,11,26,1691,259,55,1377,59,1491,295,0.917,2.0287,75,75,1845,154,87.79661016949153,93.22033898305084,92.35412474849095,
8455710,Martin Brodeur,20052006,4364:35,7,5,43,NA,23,1918,364,60,1493,65,1620,419,0.911,2.5707,73,73,2105,187,86.87350835322196,92.3076923076923,92.1604938271605,
8455710,Martin Brodeur,20062007,4696:33,7,12,48,NA,23,2011,311,71,1629,80,1758,344,0.922,2.1846,78,78,2182,171,90.40697674418605,88.75,92.66211604095564,
8455710,Martin Brodeur,20072008,4635:03,6,4,44,NA,27,1921,391,46,1484,51,1600,438,0.92,2.1747,77,77,2089,168,89.26940639269407,90.19607843137256,92.75,
8455710,Martin Brodeur,20082009,1813:35,3,5,19,NA,9,797,156,19,622,19,667,184,0.916,2.4151,31,30,870,73,84.78260869565217,100.0,93.25337331334332,
8455710,Martin Brodeur,20092010,4499:01,6,9,45,NA,25,1836,230,45,1561,49,1689,266,0.916,2.2405,77,76,2004,168,86.46616541353383,91.83673469387756,92.42155121373594,
8455710,Martin Brodeur,20102011,3116:06,3,6,23,NA,26,1186,169,25,992,29,1088,196,0.903,2.4454,56,54,1313,127,86.22448979591837,86.20689655172413,91.17647058823529,
8455710,Martin Brodeur,20112012,3392:29,4,3,31,NA,21,1336,184,36,1116,45,1225,202,0.908,2.4053,59,59,1472,136,91.0891089108911,80.0,91.10204081632654,
8455710,Martin Brodeur,20122013,1757:21,7,2,13,NA,9,589,86,17,486,19,529,106,0.901,2.2192,29,29,654,65,81.13207547169812,89.47368421052632,91.87145557655954,
8455710,Martin Brodeur,20132014,2296:49,6,3,19,NA,14,875,140,28,707,32,780,159,0.901,2.5078,39,39,971,96,88.0503144654088,87.5,90.64102564102564,
8455710,Martin Brodeur,20142015,355:43,0,1,3,NA,3,152,18,5,129,5,141,23,0.899,2.8675,7,5,169,17,78.26086956521739,100.0,91.48936170212765,
8455959,Wayne Cowley,19931994,57:13,NA,0,0,0,1,32,0,0,0,0,2,1,0.914,3.1459,1,0,35,3,0.0,NA,0.0,
8455994,Byron Dafoe,19921993,01:25,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0.0,1,0,0,0,NA,NA,NA,
8455994,Byron Dafoe,19931994,230:10,NA,0,2,0,2,88,0,0,0,0,7,6,0.871,3.3888,5,3,101,13,0.0,NA,0.0,
8455994,Byron Dafoe,19941995,186:47,NA,0,1,1,1,69,0,0,0,0,9,2,0.863,3.5335,4,3,80,11,0.0,NA,0.0,
8455994,Byron Dafoe,19951996,2666:13,NA,1,14,8,24,1367,0,0,0,8,114,49,0.888,3.8707,47,46,1539,172,0.0,0.0,0.0,
8455994,Byron Dafoe,19961997,2162:27,NA,0,13,5,17,1066,0,0,0,8,81,23,0.905,3.1076,40,35,1178,112,0.0,0.0,0.0,
8455994,Byron Dafoe,19971998,3692:34,NA,6,30,9,25,1464,239,61,1168,64,1267,275,0.914,2.2423,65,63,1602,138,86.9090909090909,95.3125,92.18626677190213,
8455994,Byron Dafoe,19981999,4001:17,NA,10,32,11,23,1667,256,61,1348,65,1452,281,0.926,1.9944,68,67,1800,133,91.10320284697508,93.84615384615384,92.8374655647383,
8455994,Byron Dafoe,19992000,2306:38,NA,3,13,10,16,916,113,41,762,42,843,145,0.889,2.9654,41,40,1030,114,77.93103448275862,97.61904761904762,90.39145907473309,
8455994,Byron Dafoe,20002001,2536:28,NA,2,22,7,14,975,161,58,766,60,837,189,0.906,2.3891,45,45,1076,101,85.18518518518519,96.66666666666667,91.51732377538829,
8455994,Byron Dafoe,20012002,3826:51,NA,4,35,3,26,1379,203,48,1128,52,1235,233,0.907,2.2107,64,64,1520,141,87.1244635193133,92.3076923076923,91.33603238866397,
8455994,Byron Dafoe,20022003,895:02,NA,0,5,1,11,407,44,15,348,16,400,56,0.862,4.3574,17,17,472,65,78.57142857142857,93.75,87.0,
8455994,Byron Dafoe,20032004,972:47,NA,0,4,1,11,448,69,14,365,14,402,83,0.898,3.1456,18,16,499,51,83.13253012048193,100.0,90.79601990049751,
8455996,Corrie D'alessio,19921993,11:00,NA,0,0,0,0,3,0,0,0,0,0,0,1.0,0.0,1,0,3,0,NA,NA,NA,
8456090,Robert Dopson,19931994,45:25,NA,0,0,0,0,20,0,0,0,0,3,0,0.87,3.9633,2,0,23,3,NA,NA,0.0,
8456127,Parris Duffus,19961997,28:49,NA,0,0,0,0,7,0,0,0,0,1,0,0.875,2.0821,1,0,8,1,NA,NA,0.0,
8456137,Mike Dunham,19961997,1012:38,NA,2,8,1,7,413,0,0,0,2,35,6,0.906,2.5478,26,17,456,43,0.0,0.0,0.0,
8456137,Mike Dunham,19971998,772:34,NA,1,5,3,5,303,45,11,221,14,240,52,0.913,2.2522,15,12,332,29,86.53846153846155,78.57142857142857,92.08333333333333,
8456137,Mike Dunham,19981999,2472:15,NA,1,16,3,23,1260,250,56,955,64,1036,287,0.908,3.0822,44,43,1387,127,87.10801393728222,87.5,92.18146718146718,
8456137,Mike Dunham,19992000,3077:05,NA,0,19,6,27,1438,180,50,1208,56,1319,209,0.908,2.8469,52,52,1584,146,86.1244019138756,89.28571428571429,91.58453373768006,
8456137,Mike Dunham,20002001,2810:24,NA,4,21,4,21,1274,208,51,989,54,1069,232,0.923,2.2844,48,47,1381,107,89.65517241379311,94.44444444444444,92.51637043966323,
8456137,Mike Dunham,20012002,3316:11,NA,3,23,9,24,1381,219,54,1110,59,1213,255,0.906,2.6054,58,58,1525,144,85.88235294117646,91.52542372881356,91.50865622423743,
8456137,Mike Dunham,20022003,818:43,NA,0,2,2,9,354,76,15,263,17,289,91,0.892,3.1513,15,13,397,43,83.51648351648352,88.23529411764706,91.00346020761245,
8456137,Mike Dunham,20022003,2466:50,NA,5,19,5,17,1135,224,38,874,41,929,259,0.924,2.2863,43,43,1229,94,86.48648648648648,92.6829268292683,94.07965554359527,
8456137,Mike Dunham,20032004,3148:23,NA,2,16,6,30,1363,274,58,1031,63,1139,320,0.896,3.0301,57,54,1522,159,85.625,92.06349206349206,90.51799824407375,
8456137,Mike Dunham,20052006,779:20,2,1,8,NA,5,300,66,13,221,15,243,78,0.893,2.7716,17,13,336,36,84.61538461538461,86.66666666666667,90.94650205761316,
8456137,Mike Dunham,20062007,979:04,3,0,4,NA,10,491,106,15,370,18,408,126,0.889,3.7383,19,15,552,61,84.12698412698413,83.33333333333334,90.68627450980392,
8456191,Chad Erickson,19911992,120:00,NA,0,1,0,1,46,0,0,0,0,5,4,0.836,4.5,2,2,55,9,0.0,NA,0.0,
8456264,Wade Flaherty,19911992,178:14,NA,0,0,0,3,107,0,0,0,1,11,1,0.892,4.3763,3,3,120,13,0.0,0.0,0.0,
8456264,Wade Flaherty,19921993,59:46,NA,0,0,0,1,41,0,0,0,0,5,0,0.891,5.0195,1,1,46,5,NA,NA,0.0,
8456264,Wade Flaherty,19941995,852:17,NA,1,5,1,6,411,0,0,0,2,29,13,0.903,3.0976,18,13,455,44,0.0,0.0,0.0,
8456264,Wade Flaherty,19951996,1137:01,NA,0,3,1,12,597,0,0,0,7,59,26,0.866,4.8548,24,15,689,92,0.0,0.0,0.0,
8456264,Wade Flaherty,19961997,359:25,NA,0,2,0,4,171,0,0,0,3,19,9,0.847,5.1751,7,6,202,31,0.0,0.0,0.0,
8456264,Wade Flaherty,19971998,693:42,NA,3,4,3,4,286,54,10,223,13,238,59,0.926,1.9893,16,11,309,23,91.52542372881356,76.92307692307693,93.69747899159664,
8456264,Wade Flaherty,19981999,1048:10,NA,0,5,2,11,438,87,8,343,11,376,104,0.892,3.0339,20,18,491,53,83.65384615384616,72.72727272727273,91.22340425531915,
8456264,Wade Flaherty,19992000,181:46,NA,0,0,1,1,74,6,3,58,3,64,7,0.914,2.3107,4,2,81,7,85.71428571428571,100.0,90.625,
8456264,Wade Flaherty,20002001,1017:17,NA,1,6,0,10,414,76,30,309,32,345,94,0.881,3.3029,20,14,470,56,80.85106382978722,93.75,89.56521739130436,
8456264,Wade Flaherty,20002001,118:00,NA,0,0,0,2,47,7,0,40,0,46,9,0.855,4.0678,2,2,55,8,77.77777777777779,NA,86.95652173913044,
8456264,Wade Flaherty,20012002,244:42,NA,0,2,1,1,136,30,8,98,8,107,33,0.919,2.9424,4,4,148,12,90.9090909090909,100.0,91.58878504672897,
8456264,Wade Flaherty,20022003,00:00,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,
8456264,Wade Flaherty,20022003,51:07,NA,0,0,0,1,23,1,0,22,0,25,2,0.852,4.6951,1,0,27,4,50.0,NA,88.0,
8456411,David Goverde,19911992,120:00,NA,0,1,0,1,54,0,0,0,0,5,4,0.857,4.5,2,2,63,9,0.0,NA,0.0,
8456411,David Goverde,19921993,98:17,NA,0,0,0,2,38,0,0,0,0,9,4,0.745,7.9362,2,2,51,13,0.0,NA,0.0,
8456411,David Goverde,19931994,60:00,NA,0,0,0,1,30,0,0,0,0,5,2,0.811,7.0,1,1,37,7,0.0,NA,0.0,
8456692,Arturs Irbe,19911992,645:02,NA,0,2,3,6,317,0,0,0,1,35,12,0.868,4.4649,13,11,365,48,0.0,0.0,0.0,
8456692,Arturs Irbe,19921993,2073:43,NA,1,7,0,26,1108,0,0,0,2,106,34,0.886,4.1086,36,34,1250,142,0.0,0.0,0.0,
8456692,Arturs Irbe,19931994,4411:38,NA,3,30,16,28,1855,0,0,0,9,137,63,0.899,2.8425,74,73,2064,209,0.0,0.0,0.0,
8456692,Arturs Irbe,19941995,2042:31,NA,4,14,3,19,945,0,0,0,2,82,26,0.895,3.2607,38,35,1056,111,0.0,0.0,0.0,
8456692,Arturs Irbe,19951996,1111:47,NA,0,4,4,12,522,0,0,0,3,60,21,0.86,4.5872,22,20,607,85,0.0,0.0,0.0,
8456692,Arturs Irbe,19961997,1965:01,NA,3,17,3,12,737,0,0,0,6,62,20,0.893,2.687,35,31,825,88,0.0,0.0,0.0,
8456692,Arturs Irbe,19971998,1998:49,NA,2,14,6,11,891,190,40,658,42,719,217,0.907,2.7316,41,32,982,91,87.55760368663594,95.23809523809523,91.51599443671766,
8456692,Arturs Irbe,19981999,3643:21,NA,6,27,12,20,1618,298,80,1240,85,1338,330,0.923,2.2232,62,61,1753,135,90.30303030303031,94.11764705882352,92.67563527653215,
8456692,Arturs Irbe,19992000,4344:55,NA,5,34,9,28,1683,222,86,1377,90,1514,256,0.906,2.4166,75,75,1858,175,86.71875,95.55555555555556,90.95112285336856,
8456692,Arturs Irbe,20002001,4405:39,NA,6,37,9,29,1767,312,75,1382,88,1509,350,0.908,2.4514,77,76,1947,180,89.14285714285714,85.22727272727273,91.58383035122598,
8456692,Arturs Irbe,20012002,2974:09,NA,3,20,11,19,1156,231,55,870,62,956,264,0.902,2.5419,51,49,1282,126,87.5,88.70967741935483,91.0041841004184,
8456692,Arturs Irbe,20022003,1883:59,NA,0,7,2,24,716,173,30,513,32,577,207,0.877,3.1847,34,31,816,100,83.57487922705315,93.75,88.90814558058926,
8456692,Arturs Irbe,20032004,564:06,NA,0,5,1,2,205,40,13,152,13,165,50,0.899,2.4464,10,9,228,23,80.0,100.0,92.12121212121212,
8456830,Trevor Kidd,19911992,119:51,NA,0,1,0,1,48,0,0,0,0,5,3,0.857,4.005,2,2,56,8,0.0,NA,0.0,
8456830,Trevor Kidd,19931994,1614:29,NA,0,13,6,7,667,0,0,0,4,49,31,0.887,3.1589,31,26,752,85,0.0,0.0,0.0,
8456830,Trevor Kidd,19941995,2462:53,NA,3,22,6,14,1063,0,0,0,3,73,31,0.909,2.6067,43,41,1170,107,0.0,0.0,0.0,
8456830,Trevor Kidd,19951996,2569:36,NA,3,15,8,21,1011,0,0,0,5,73,40,0.895,2.7786,47,44,1130,119,0.0,0.0,0.0,
8456830,Trevor Kidd,19961997,2979:05,NA,4,21,6,23,1275,0,0,0,13,90,38,0.9,2.8398,55,52,1416,141,0.0,0.0,0.0,
8456830,Trevor Kidd,19971998,2685:00,NA,3,21,3,21,1140,222,42,813,44,884,246,0.922,2.1676,47,46,1237,97,90.2439024390244,95.45454545454545,91.9683257918552,
8456830,Trevor Kidd,19981999,1358:22,NA,2,7,6,10,579,116,39,424,40,465,135,0.905,2.6944,25,21,640,61,85.92592592592592,97.5,91.18279569892474,
8456830,Trevor Kidd,19992000,1573:56,NA,1,14,2,11,740,155,39,545,41,591,176,0.915,2.6304,28,28,809,69,88.06818181818183,95.1219512195122,92.2165820642978,
8456830,Trevor Kidd,20002001,2353:52,NA,1,10,6,23,1087,235,53,799,58,889,270,0.893,3.3137,42,41,1217,130,87.03703703703704,91.37931034482759,89.87626546681665,
8456830,Trevor Kidd,20012002,1683:24,NA,1,4,5,16,767,155,28,583,30,645,181,0.895,3.2078,33,22,857,90,85.6353591160221,93.33333333333333,90.3875968992248,
8456830,Trevor Kidd,20022003,1143:02,NA,0,6,2,10,506,126,22,358,23,397,145,0.896,3.097,19,19,565,59,86.89655172413792,95.65217391304348,90.17632241813602,
8456830,Trevor Kidd,20032004,883:29,NA,1,6,2,5,340,78,14,248,15,278,95,0.876,3.2598,15,14,388,48,82.10526315789474,93.33333333333333,89.20863309352518,
8456855,Richard Knickle,19921993,532:18,NA,0,6,0,4,257,0,0,0,0,19,16,0.88,3.9451,10,10,292,35,0.0,NA,0.0,
8456855,Richard Knickle,19931994,173:43,NA,0,1,0,2,62,0,0,0,1,3,5,0.873,3.1085,4,2,71,9,0.0,0.0,0.0,
8456917,Les Kuntar,19931994,301:48,NA,0,2,0,2,114,0,0,0,2,10,4,0.877,3.1809,6,4,130,16,0.0,0.0,0.0,
8457025,Ray Leblanc,19911992,60:00,NA,0,1,0,0,21,0,0,0,0,1,0,0.955,1.0,1,1,22,1,NA,NA,0.0,
8457049,Mike Lenarduzzi,19921993,167:33,NA,0,1,1,1,78,0,0,0,0,8,1,0.897,3.2229,3,2,87,9,0.0,NA,0.0,
8457049,Mike Lenarduzzi,19931994,21:12,NA,0,0,0,0,11,0,0,0,0,0,1,0.917,2.8302,1,0,12,1,0.0,NA,NA,
8457463,Jason Muzzatti,19931994,60:00,NA,0,0,0,1,27,0,0,0,1,6,1,0.771,8.0,1,1,35,8,0.0,0.0,0.0,
8457463,Jason Muzzatti,19941995,09:43,NA,0,0,0,0,8,0,0,0,0,0,0,1.0,0.0,1,0,8,0,NA,NA,NA,
8457463,Jason Muzzatti,19951996,1012:38,NA,1,4,3,8,502,0,0,0,2,36,11,0.911,2.9033,22,14,551,49,0.0,0.0,0.0,
8457463,Jason Muzzatti,19961997,1590:39,NA,0,9,5,13,724,0,0,0,3,69,19,0.888,3.4326,31,25,815,91,0.0,0.0,0.0,
8457463,Jason Muzzatti,19971998,312:52,NA,0,0,2,3,139,27,5,107,6,121,29,0.891,3.2602,6,4,156,17,93.10344827586206,83.33333333333334,88.42975206611571,
8457463,Jason Muzzatti,19971998,26:45,NA,0,0,0,0,11,1,0,10,0,12,1,0.846,4.486,1,0,13,2,100.0,NA,83.33333333333334,
8457559,Michael O'Neill,19911992,12:59,NA,0,0,0,0,6,0,0,0,0,1,0,0.857,4.6213,1,0,7,1,NA,NA,0.0,
8457559,Michael O'Neill,19921993,72:55,NA,0,0,1,0,28,0,0,0,1,3,1,0.824,4.9371,2,2,34,6,0.0,0.0,0.0,
8457559,Michael O'Neill,19931994,738:21,NA,0,0,1,9,331,0,0,0,3,36,12,0.866,4.1444,17,11,382,51,0.0,0.0,0.0,
8457559,Michael O'Neill,19961997,31:16,NA,0,0,0,0,7,0,0,0,0,3,0,0.7,5.7569,1,0,10,3,NA,NA,0.0,
8457714,Felix Potvin,19911992,209:33,NA,0,0,1,2,112,0,0,0,0,4,4,0.933,2.2906,4,3,120,8,0.0,NA,0.0,
8457714,Felix Potvin,19921993,2781:25,NA,2,25,7,15,1170,0,0,0,2,77,37,0.91,2.5023,48,46,1286,116,0.0,0.0,0.0,
8457714,Felix Potvin,19931994,3883:03,NA,3,34,9,22,1823,0,0,0,7,121,59,0.907,2.8895,66,66,2010,187,0.0,0.0,0.0,
8457714,Felix Potvin,19941995,2144:17,NA,0,15,7,13,1016,0,0,0,4,80,20,0.907,2.9101,36,36,1120,104,0.0,0.0,0.0,
8457714,Felix Potvin,19951996,4008:46,NA,2,30,11,26,1943,0,0,0,6,128,58,0.91,2.8737,69,66,2135,192,0.0,0.0,0.0,
8457714,Felix Potvin,19961997,4271:16,NA,0,27,7,36,2214,0,0,0,7,165,52,0.908,3.1466,74,72,2438,224,0.0,0.0,0.0,
8457714,Felix Potvin,19971998,3864:25,NA,5,26,7,33,1706,302,72,1250,84,1380,336,0.906,2.7326,67,65,1882,176,89.88095238095238,85.71428571428571,90.57971014492753,
8457714,Felix Potvin,19981999,298:31,NA,0,3,0,2,123,32,3,89,3,104,36,0.866,3.8189,5,5,142,19,88.88888888888889,100.0,85.57692307692307,
8457714,Felix Potvin,19981999,606:24,NA,0,2,1,7,308,65,13,230,14,258,73,0.893,3.6609,11,10,345,37,89.04109589041096,92.85714285714286,89.14728682170544,
8457714,Felix Potvin,19992000,1272:43,NA,1,5,3,14,564,104,20,447,21,491,127,0.892,3.2057,22,22,632,68,81.88976377952756,95.23809523809523,91.0386965376782,
8457714,Felix Potvin,19992000,1966:14,NA,0,12,7,13,821,140,28,652,30,714,161,0.906,2.5938,34,33,906,85,86.95652173913044,93.33333333333333,91.31652661064426,
8457714,Felix Potvin,20002001,2006:20,NA,1,14,3,17,811,127,57,627,64,694,156,0.887,3.0802,35,35,914,103,81.41025641025641,89.0625,90.34582132564842,
8457714,Felix Potvin,20002001,1409:47,NA,5,13,5,5,525,117,24,384,26,416,129,0.919,1.9577,23,23,571,46,90.69767441860465,92.3076923076923,92.3076923076923,
8457714,Felix Potvin,20012002,4071:17,NA,6,31,8,27,1529,284,59,1187,64,1295,327,0.907,2.3138,71,70,1686,157,86.85015290519877,92.1875,91.66023166023166,
8457714,Felix Potvin,20022003,2367:04,NA,3,17,3,20,882,197,25,661,25,729,234,0.894,2.6615,42,41,987,105,84.1880341880342,100.0,90.6721536351166,
8457714,Felix Potvin,20032004,1605:25,NA,4,12,6,8,623,86,10,527,12,567,111,0.903,2.504,28,27,690,67,77.47747747747748,83.33333333333334,92.9453262786596,
8457791,Damian Rhodes,19901991,60:00,NA,0,1,0,0,25,0,0,0,0,1,0,0.962,1.0,1,1,26,1,NA,NA,0.0,
