NHL_player_ID, player,season,timeOnIce,ot,shutouts,wins,ties,losses,saves,powerPlaySaves,shortHandedSaves,evenSaves,shortHandedShots,evenShots,powerPlayShots,savePercentage,goalAgainstAverage,games,gamesStarted,shotsAgainst,goalsAgainst,powerPlaySavePercentage,shortHandedSavePercentage,evenStrengthSavePercentage
8445121,Hardy Astrom,19771978,240:00,NA,0,2,0,2,110,0,0,0,NA,NA,NA,0.887097,3.5,4,4,124,14,NA,NA,NA,
8445121,Hardy Astrom,19791980,2565:42,NA,0,9,6,27,1081,0,0,0,NA,NA,NA,0.87037,3.7651,49,39,1242,161,NA,NA,NA,
8445121,Hardy Astrom,19801981,1638:48,NA,0,6,6,15,684,0,0,0,NA,NA,NA,0.869123,3.7711,30,26,787,103,NA,NA,NA,
8445218,Steve Baker,19791980,1389:01,NA,1,9,6,8,588,0,0,0,NA,NA,NA,0.881559,3.4125,27,23,667,79,NA,NA,NA,
8445218,Steve Baker,19801981,1256:20,NA,2,10,5,6,536,0,0,0,NA,NA,NA,0.880131,3.4863,21,21,609,73,NA,NA,NA,
8445218,Steve Baker,19811982,328:19,NA,0,1,0,5,128,0,0,0,NA,NA,NA,0.795031,6.0308,6,6,161,33,NA,NA,NA,
8445218,Steve Baker,19821983,100:46,NA,0,0,0,1,37,0,0,0,NA,NA,NA,0.880952,2.9772,3,1,42,5,NA,NA,NA,
8445249,Murray Bannerman,19771978,20:00,NA,0,0,0,0,7,0,0,0,NA,NA,NA,1.0,0.0,1,0,7,0,NA,NA,NA,
8445249,Murray Bannerman,19801981,862:09,NA,0,2,2,10,399,0,0,0,NA,NA,NA,0.86551,4.3148,15,15,461,62,NA,NA,NA,
8445249,Murray Bannerman,19811982,1666:43,NA,1,11,4,12,755,0,0,0,NA,NA,NA,0.86682,4.1759,29,28,871,116,NA,NA,NA,
8445249,Murray Bannerman,19821983,2457:00,NA,4,24,5,12,1154,0,0,0,NA,NA,NA,0.900859,3.1013,41,41,1281,127,NA,NA,NA,
8445249,Murray Bannerman,19831984,3325:41,NA,2,23,4,29,1476,0,0,0,NA,NA,NA,0.887019,3.3918,56,56,1664,188,NA,NA,NA,
8445249,Murray Bannerman,19841985,3363:11,NA,0,27,4,25,1629,0,0,0,NA,NA,NA,0.883406,3.8356,60,59,1844,215,NA,NA,NA,
8445249,Murray Bannerman,19851986,2679:25,NA,1,20,6,19,1335,0,0,0,NA,NA,NA,0.869141,4.501,48,46,1536,201,NA,NA,NA,
8445249,Murray Bannerman,19861987,2052:49,NA,0,9,8,18,978,0,0,0,NA,NA,NA,0.873214,4.1504,39,37,1120,142,NA,NA,NA,
8445272,Marco Baron,19791980,40:00,NA,0,0,0,0,11,0,0,0,NA,NA,NA,0.846154,3.0,1,0,13,2,NA,NA,NA,
8445272,Marco Baron,19801981,505:05,NA,0,3,1,4,181,0,0,0,NA,NA,NA,0.882927,2.851,10,7,205,24,NA,NA,NA,
8445272,Marco Baron,19811982,2516:23,NA,1,22,4,16,924,0,0,0,NA,NA,NA,0.865169,3.4335,44,43,1068,144,NA,NA,NA,
8445272,Marco Baron,19821983,514:28,NA,0,6,0,3,199,0,0,0,NA,NA,NA,0.857759,3.8486,9,9,232,33,NA,NA,NA,
8445272,Marco Baron,19831984,1205:35,NA,0,3,4,14,541,0,0,0,NA,NA,NA,0.861465,4.3299,21,20,628,87,NA,NA,NA,
8445272,Marco Baron,19841985,32:20,NA,0,0,0,1,7,0,0,0,NA,NA,NA,0.777778,3.7113,1,0,9,2,NA,NA,NA,
8445275,Tom Barrasso,19831984,2466:27,NA,2,26,3,12,979,0,0,0,NA,NA,NA,0.893248,2.8462,42,41,1096,117,NA,NA,NA,
8445275,Tom Barrasso,19841985,3235:44,NA,5,25,10,18,1135,0,0,0,NA,NA,NA,0.887412,2.6702,54,54,1279,144,NA,NA,NA,
8445275,Tom Barrasso,19851986,3553:37,NA,2,29,5,24,1559,0,0,0,NA,NA,NA,0.879301,3.6132,60,58,1773,214,NA,NA,NA,
8445275,Tom Barrasso,19861987,2488:26,NA,2,17,2,23,1049,0,0,0,NA,NA,NA,0.873439,3.665,46,44,1201,152,NA,NA,NA,
8445275,Tom Barrasso,19871988,3128:40,NA,2,25,8,18,1484,0,0,0,9,112,52,0.896,3.3177,54,51,1657,173,0.0,0.0,0.0,
8445275,Tom Barrasso,19881989,545:09,NA,0,2,0,7,239,0,0,0,3,25,17,0.842,4.9528,10,8,284,45,0.0,0.0,0.0,
8445275,Tom Barrasso,19881989,2406:21,NA,0,18,7,15,1279,0,0,0,8,96,58,0.888,4.0393,44,43,1441,162,0.0,0.0,0.0,
8445275,Tom Barrasso,19891990,1294:19,NA,0,7,3,12,645,0,0,0,3,63,35,0.865,4.682,24,23,746,101,0.0,0.0,0.0,
8445275,Tom Barrasso,19901991,2753:51,NA,1,27,3,16,1414,0,0,0,6,112,46,0.896,3.595,48,47,1579,165,0.0,0.0,0.0,
8445275,Tom Barrasso,19911992,3329:29,NA,1,25,9,22,1506,0,0,0,10,134,52,0.885,3.5321,57,57,1702,196,0.0,0.0,0.0,
8445275,Tom Barrasso,19921993,3701:46,NA,4,43,5,14,1699,0,0,0,13,126,47,0.901,3.0148,63,62,1885,186,0.0,0.0,0.0,
8445275,Tom Barrasso,19931994,2481:59,NA,2,22,5,15,1165,0,0,0,6,97,36,0.893,3.3602,44,44,1304,139,0.0,0.0,0.0,
8445275,Tom Barrasso,19941995,125:00,NA,0,0,1,1,67,0,0,0,0,5,3,0.893,3.84,2,2,75,8,0.0,NA,0.0,
8445275,Tom Barrasso,19951996,2799:01,NA,2,29,2,16,1466,0,0,0,6,111,43,0.902,3.4298,49,48,1626,160,0.0,0.0,0.0,
8445275,Tom Barrasso,19961997,269:37,NA,0,0,0,5,160,0,0,0,2,16,7,0.86,5.786,5,5,186,26,0.0,0.0,0.0,
8445275,Tom Barrasso,19971998,3542:07,NA,7,31,13,14,1434,216,72,1124,79,1201,254,0.922,2.0666,63,61,1556,122,85.03937007874016,91.13924050632912,93.5886761032473,
8445275,Tom Barrasso,19981999,2306:15,NA,4,19,3,16,895,116,45,734,50,799,144,0.901,2.5496,43,43,993,98,80.55555555555556,90.0,91.8648310387985,
8445275,Tom Barrasso,19992000,869:34,NA,1,5,2,7,340,54,13,273,14,303,69,0.881,3.174,18,16,386,46,78.26086956521739,92.85714285714286,90.0990099009901,
8445275,Tom Barrasso,19992000,418:21,NA,0,3,0,4,160,23,4,133,6,151,25,0.879,3.1553,7,7,182,22,92.0,66.66666666666666,88.0794701986755,
8445275,Tom Barrasso,20012002,1907:50,NA,2,13,5,12,803,158,32,613,35,672,179,0.906,2.6103,34,31,886,83,88.26815642458101,91.42857142857143,91.22023809523809,
8445275,Tom Barrasso,20012002,218:57,NA,0,2,0,2,100,19,4,77,4,86,20,0.909,2.7403,4,4,110,10,95.0,100.0,89.53488372093024,
8445275,Tom Barrasso,20022003,293:08,NA,1,1,0,4,116,26,5,85,5,94,33,0.879,3.275,6,6,132,16,78.78787878787878,100.0,90.42553191489363,
8445381,Don Beaupre,19801981,2579:48,NA,0,18,11,14,1171,0,0,0,NA,NA,NA,0.894576,3.2095,44,44,1309,138,NA,NA,NA,
8445381,Don Beaupre,19811982,1632:28,NA,0,11,9,8,805,0,0,0,NA,NA,NA,0.888521,3.7122,28,26,906,101,NA,NA,NA,
8445381,Don Beaupre,19821983,2008:52,NA,0,19,5,10,926,0,0,0,NA,NA,NA,0.885277,3.5841,36,32,1046,120,NA,NA,NA,
8445381,Don Beaupre,19831984,1776:49,NA,0,16,2,13,846,0,0,0,NA,NA,NA,0.873065,4.1535,33,29,969,123,NA,NA,NA,
8445381,Don Beaupre,19841985,1766:21,NA,1,10,3,17,832,0,0,0,NA,NA,NA,0.884166,3.7025,31,28,941,109,NA,NA,NA,
8445381,Don Beaupre,19851986,3062:01,NA,1,25,6,20,1507,0,0,0,NA,NA,NA,0.892244,3.5663,52,49,1689,182,NA,NA,NA,
8445381,Don Beaupre,19861987,2612:27,NA,1,17,6,20,1261,0,0,0,NA,NA,NA,0.878746,3.9962,47,46,1435,174,NA,NA,NA,
8445381,Don Beaupre,19871988,2283:56,NA,0,10,3,22,1095,0,0,0,6,106,49,0.872,4.2295,43,37,1256,161,0.0,0.0,0.0,
8445381,Don Beaupre,19881989,59:27,NA,0,0,0,1,22,0,0,0,1,1,1,0.88,3.0278,1,1,25,3,0.0,0.0,0.0,
8445381,Don Beaupre,19881989,578:09,NA,1,5,0,4,240,0,0,0,0,20,8,0.896,2.9058,11,9,268,28,0.0,NA,0.0,
8445381,Don Beaupre,19891990,2792:53,NA,2,23,5,18,1209,0,0,0,7,104,39,0.89,3.2225,48,48,1359,150,0.0,0.0,0.0,
8445381,Don Beaupre,19901991,2571:37,NA,5,20,3,18,982,0,0,0,7,88,18,0.897,2.6365,45,42,1095,113,0.0,0.0,0.0,
8445381,Don Beaupre,19911992,3108:21,NA,1,29,6,17,1269,0,0,0,8,122,35,0.884,3.2043,54,51,1435,166,0.0,0.0,0.0,
8445381,Don Beaupre,19921993,3282:02,NA,1,27,5,23,1349,0,0,0,5,128,47,0.882,3.3089,58,56,1530,181,0.0,0.0,0.0,
8445381,Don Beaupre,19931994,2852:39,NA,2,24,8,16,987,0,0,0,8,84,43,0.88,2.8395,53,46,1122,135,0.0,0.0,0.0,
8445381,Don Beaupre,19941995,2160:54,NA,1,8,3,25,1046,0,0,0,4,95,22,0.896,3.3597,38,37,1167,121,0.0,0.0,0.0,
8445381,Don Beaupre,19951996,1769:58,NA,1,6,0,23,782,0,0,0,6,69,35,0.877,3.7289,33,30,892,110,0.0,0.0,0.0,
8445381,Don Beaupre,19951996,336:14,NA,0,0,0,5,144,0,0,0,0,19,7,0.847,4.6396,8,6,170,26,0.0,NA,0.0,
8445381,Don Beaupre,19961997,109:58,NA,0,0,0,3,50,0,0,0,1,8,1,0.833,5.4562,3,2,60,10,0.0,0.0,0.0,
8445382,Stephane Beauregard,19891990,1078:58,NA,0,7,3,8,507,0,0,0,2,45,12,0.896,3.2809,19,17,566,59,0.0,0.0,0.0,
8445382,Stephane Beauregard,19901991,835:59,NA,0,3,1,10,368,0,0,0,2,39,14,0.87,3.9474,16,15,423,55,0.0,0.0,0.0,
8445382,Stephane Beauregard,19911992,1266:41,NA,2,6,6,8,550,0,0,0,3,44,14,0.9,2.8894,26,18,611,61,0.0,0.0,0.0,
8445382,Stephane Beauregard,19921993,801:54,NA,0,3,0,9,346,0,0,0,2,41,16,0.854,4.4145,16,14,405,59,0.0,0.0,0.0,
8445382,Stephane Beauregard,19931994,417:37,NA,0,0,1,4,177,0,0,0,0,29,5,0.839,4.8849,13,5,211,34,0.0,NA,0.0,
8445386,Ed Belfour,19881989,1147:54,NA,0,4,3,12,530,0,0,0,3,48,23,0.877,3.8679,23,17,604,74,0.0,0.0,0.0,
8445386,Ed Belfour,19901991,4126:41,NA,4,43,7,19,1713,0,0,0,8,99,63,0.91,2.4717,74,70,1883,170,0.0,0.0,0.0,
8445386,Ed Belfour,19911992,2927:34,NA,5,21,10,18,1109,0,0,0,7,83,42,0.894,2.7053,52,51,1241,132,0.0,0.0,0.0,
8445386,Ed Belfour,19921993,4106:01,NA,7,41,11,18,1703,0,0,0,7,104,65,0.906,2.5864,71,70,1880,177,0.0,0.0,0.0,
8445386,Ed Belfour,19931994,3997:45,NA,7,37,6,24,1714,0,0,0,9,115,53,0.906,2.6715,70,70,1892,178,0.0,0.0,0.0,
8445386,Ed Belfour,19941995,2449:55,NA,5,22,3,15,897,0,0,0,2,60,31,0.906,2.2776,42,42,990,93,0.0,0.0,0.0,
8445386,Ed Belfour,19951996,2956:11,NA,1,22,10,17,1238,0,0,0,2,88,45,0.902,2.74,50,49,1373,135,0.0,0.0,0.0,
8445386,Ed Belfour,19961997,1966:08,NA,1,11,6,15,858,0,0,0,6,58,24,0.907,2.6855,33,32,946,88,0.0,0.0,0.0,
8445386,Ed Belfour,19961997,757:27,NA,1,3,0,9,328,0,0,0,4,27,12,0.884,3.4062,13,13,371,43,0.0,0.0,0.0,
8445386,Ed Belfour,19971998,3580:49,NA,9,37,10,12,1223,223,41,922,47,994,257,0.916,1.8767,61,60,1335,112,86.7704280155642,87.2340425531915,92.75653923541248,
8445386,Ed Belfour,19981999,3535:49,NA,5,35,9,15,1256,221,61,973,64,1053,255,0.915,1.9854,61,59,1373,117,86.66666666666667,95.3125,92.40265906932574,
8445386,Ed Belfour,19992000,3620:23,NA,4,32,7,21,1444,221,70,1154,77,1251,244,0.919,2.1047,62,61,1571,127,90.57377049180327,90.9090909090909,92.24620303756994,
8445386,Ed Belfour,20002001,3687:25,NA,8,35,7,20,1364,236,61,1067,65,1164,279,0.905,2.3431,63,62,1508,144,84.58781362007169,93.84615384615384,91.66666666666666,
8445386,Ed Belfour,20012002,3467:28,NA,1,21,11,27,1305,211,54,1040,59,1147,252,0.895,2.6475,60,58,1458,153,83.73015873015873,91.52542372881356,90.67131647776809,
8445386,Ed Belfour,20022003,3737:54,NA,7,37,5,20,1675,386,77,1212,82,1311,423,0.922,2.2633,62,62,1816,141,91.25295508274232,93.90243902439023,92.44851258581235,
8445386,Ed Belfour,20032004,3444:21,NA,10,34,6,19,1361,271,52,1038,57,1119,307,0.918,2.1252,59,58,1483,122,88.27361563517914,91.22807017543859,92.76139410187668,
8445386,Ed Belfour,20052006,2896:53,4,0,22,NA,22,1317,370,68,880,73,975,428,0.892,3.2932,49,49,1476,159,86.44859813084112,93.15068493150685,90.25641025641026,
8445386,Ed Belfour,20062007,3289:17,10,1,27,NA,17,1398,276,41,1081,46,1174,330,0.902,2.7726,58,54,1550,152,83.63636363636363,89.13043478260869,92.07836456558773,
8445388,Jim Bedard,19771978,2488:12,NA,1,11,7,23,1102,0,0,0,NA,NA,NA,0.878788,3.6653,43,41,1254,152,NA,NA,NA,
8445388,Jim Bedard,19781979,1735:08,NA,0,6,6,17,792,0,0,0,NA,NA,NA,0.862745,4.357,30,28,918,126,NA,NA,NA,
8445403,Yves Belanger,19741975,640:00,NA,1,6,2,3,264,0,0,0,NA,NA,NA,0.901024,2.7187,11,11,293,29,NA,NA,NA,
8445403,Yves Belanger,19751976,1758:04,NA,0,11,1,17,858,0,0,0,NA,NA,NA,0.883625,3.8565,31,28,971,113,NA,NA,NA,
8445403,Yves Belanger,19761977,140:00,NA,0,2,0,0,49,0,0,0,NA,NA,NA,0.875,3.0,3,3,56,7,NA,NA,NA,
8445403,Yves Belanger,19771978,144:30,NA,0,0,0,3,69,0,0,0,NA,NA,NA,0.821429,6.2284,3,3,84,15,NA,NA,NA,
8445403,Yves Belanger,19771978,935:30,NA,1,7,0,8,379,0,0,0,NA,NA,NA,0.873272,3.5275,17,14,434,55,NA,NA,NA,
8445403,Yves Belanger,19781979,181:09,NA,0,1,0,2,57,0,0,0,NA,NA,NA,0.730769,6.9556,5,3,78,21,NA,NA,NA,
8445403,Yves Belanger,19791980,327:35,NA,0,2,3,0,113,0,0,0,NA,NA,NA,0.856061,3.48,8,4,132,19,NA,NA,NA,
8445438,Jean Claude Bergeron,19901991,941:07,NA,0,7,2,6,367,0,0,0,1,46,12,0.862,3.7615,18,15,426,59,0.0,0.0,0.0,
8445438,Jean Claude Bergeron,19921993,1163:10,NA,0,8,1,10,503,0,0,0,4,47,20,0.876,3.6624,21,19,574,71,0.0,0.0,0.0,
8445438,Jean Claude Bergeron,19931994,134:08,NA,0,1,1,1,62,0,0,0,0,6,1,0.899,3.1312,3,3,69,7,0.0,NA,0.0,
8445438,Jean Claude Bergeron,19941995,882:58,NA,1,3,1,9,325,0,0,0,3,35,11,0.869,3.3297,17,14,374,49,0.0,0.0,0.0,
8445438,Jean Claude Bergeron,19951996,595:03,NA,0,2,2,6,208,0,0,0,3,27,12,0.832,4.2349,12,7,250,42,0.0,0.0,0.0,
8445438,Jean Claude Bergeron,19961997,55:50,NA,0,0,0,1,31,0,0,0,0,4,0,0.886,4.2985,1,1,35,4,NA,NA,0.0,
8445449,Tim Bernhardt,19821983,280:00,NA,0,0,0,5,126,0,0,0,NA,NA,NA,0.857143,4.5,6,5,147,21,NA,NA,NA,
8445449,Tim Bernhardt,19841985,2174:47,NA,0,13,4,19,982,0,0,0,NA,NA,NA,0.878354,3.7521,37,36,1118,136,NA,NA,NA,
8445449,Tim Bernhardt,19851986,1260:14,NA,0,4,3,12,620,0,0,0,NA,NA,NA,0.85282,5.0943,23,21,727,107,NA,NA,NA,
8445449,Tim Bernhardt,19861987,20:00,NA,0,0,0,0,4,0,0,0,NA,NA,NA,0.571429,9.0,1,0,7,3,NA,NA,NA,
8445457,Marc Behrend,19831984,349:23,NA,0,2,0,4,152,0,0,0,NA,NA,NA,0.826087,5.4954,6,6,184,32,NA,NA,NA,
8445457,Marc Behrend,19841985,1216:05,NA,1,8,3,10,577,0,0,0,NA,NA,NA,0.863772,4.4898,24,20,668,91,NA,NA,NA,
8445457,Marc Behrend,19851986,421:25,NA,0,2,0,5,178,0,0,0,NA,NA,NA,0.816514,5.6951,9,6,218,40,NA,NA,NA,
8445458,Allan Bester,19831984,1842:33,NA,0,11,4,16,1009,0,0,0,NA,NA,NA,0.882765,4.3635,32,31,1143,134,NA,NA,NA,
8445458,Allan Bester,19841985,762:12,NA,1,3,1,9,376,0,0,0,NA,NA,NA,0.874419,4.2509,15,14,430,54,NA,NA,NA,
8445458,Allan Bester,19851986,19:07,NA,0,0,0,0,3,0,0,0,NA,NA,NA,0.75,3.1386,1,0,4,1,NA,NA,NA,
8445458,Allan Bester,19861987,1795:55,NA,2,10,3,14,878,0,0,0,NA,NA,NA,0.888664,3.675,36,29,988,110,NA,NA,NA,
8445458,Allan Bester,19871988,1607:06,NA,2,8,5,12,776,0,0,0,2,75,25,0.884,3.8081,30,24,878,102,0.0,0.0,0.0,
8445458,Allan Bester,19881989,2460:21,NA,2,17,3,20,1259,0,0,0,10,98,48,0.89,3.8043,43,42,1415,156,0.0,0.0,0.0,
8445458,Allan Bester,19891990,2205:57,NA,0,20,0,16,1127,0,0,0,9,111,45,0.872,4.4879,42,39,1292,165,0.0,0.0,0.0,
8445458,Allan Bester,19901991,247:29,NA,0,0,0,4,111,0,0,0,0,10,8,0.86,4.3639,6,5,129,18,0.0,NA,0.0,
8445458,Allan Bester,19901991,177:51,NA,0,0,0,3,86,0,0,0,1,9,3,0.869,4.3857,3,3,99,13,0.0,0.0,0.0,
8445458,Allan Bester,19911992,30:33,NA,0,0,0,0,7,0,0,0,0,2,0,0.778,3.928,1,0,9,2,NA,NA,0.0,
8445458,Allan Bester,19951996,601:22,NA,0,4,1,5,267,0,0,0,2,16,12,0.899,2.9932,10,10,297,30,0.0,0.0,0.0,
8445462,Daniel Berthiaume,19861987,1755:27,NA,1,18,3,7,716,0,0,0,NA,NA,NA,0.885043,3.1787,31,30,809,93,NA,NA,NA,
8445462,Daniel Berthiaume,19871988,3004:15,NA,2,22,7,19,1313,0,0,0,10,109,57,0.882,3.515,56,50,1489,176,0.0,0.0,0.0,
8445462,Daniel Berthiaume,19881989,443:15,NA,0,0,0,8,209,0,0,0,1,33,9,0.826,5.956,9,7,253,44,0.0,0.0,0.0,
8445462,Daniel Berthiaume,19891990,1386:48,NA,1,10,3,11,579,0,0,0,2,70,14,0.871,3.7208,24,24,665,86,0.0,0.0,0.0,
8445462,Daniel Berthiaume,19891990,240:23,NA,0,1,0,3,90,0,0,0,0,7,7,0.865,3.4944,5,4,104,14,0.0,NA,0.0,
8445462,Daniel Berthiaume,19901991,2119:16,NA,1,20,4,11,969,0,0,0,9,83,25,0.892,3.3125,37,37,1086,117,0.0,0.0,0.0,
8445462,Daniel Berthiaume,19911992,979:20,NA,0,7,1,10,475,0,0,0,1,51,14,0.878,4.0436,19,19,541,66,0.0,0.0,0.0,
8445462,Daniel Berthiaume,19911992,398:51,NA,0,1,2,4,135,0,0,0,4,10,7,0.865,3.1591,8,6,156,21,0.0,0.0,0.0,
8445462,Daniel Berthiaume,19921993,1325:30,NA,0,2,1,17,644,0,0,0,4,56,35,0.871,4.3003,25,18,739,95,0.0,0.0,0.0,
8445462,Daniel Berthiaume,19931994,00:39,NA,0,0,0,0,0,0,0,0,0,2,0,0.0,184.6154,1,0,2,2,NA,NA,0.0,
8445470,Craig Billington,19851986,898:33,NA,0,4,1,9,405,0,0,0,NA,NA,NA,0.840249,5.1416,18,15,482,77,NA,NA,NA,
8445470,Craig Billington,19861987,1108:45,NA,0,4,2,13,480,0,0,0,NA,NA,NA,0.843585,4.8162,22,19,569,89,NA,NA,NA,
8445470,Craig Billington,19881989,139:38,NA,0,1,0,1,54,0,0,0,0,6,5,0.831,4.7267,3,2,65,11,0.0,NA,0.0,
8445470,Craig Billington,19911992,1363:07,NA,2,13,1,7,568,0,0,0,1,45,23,0.892,3.0372,26,23,637,69,0.0,0.0,0.0,
8445470,Craig Billington,19921993,2389:17,NA,2,21,4,16,1032,0,0,0,8,98,40,0.876,3.6664,42,40,1178,146,0.0,0.0,0.0,
8445470,Craig Billington,19931994,3318:52,NA,0,11,4,41,1547,0,0,0,12,172,70,0.859,4.5919,63,56,1801,254,0.0,0.0,0.0,
8445470,Craig Billington,19941995,472:23,NA,0,0,2,6,208,0,0,0,1,19,12,0.867,4.0645,9,7,240,32,0.0,0.0,0.0,
8445470,Craig Billington,19941995,373:18,NA,0,5,0,1,121,0,0,0,0,13,6,0.864,3.0538,8,6,140,19,0.0,NA,0.0,
8445470,Craig Billington,19951996,1379:42,NA,1,10,3,13,515,0,0,0,2,56,21,0.867,3.4355,27,24,594,79,0.0,0.0,0.0,
8445470,Craig Billington,19961997,1200:22,NA,1,11,2,8,531,0,0,0,3,41,9,0.909,2.6492,23,19,584,53,0.0,0.0,0.0,
8445470,Craig Billington,19971998,1161:54,NA,1,8,4,7,543,114,20,413,24,443,125,0.923,2.3238,23,19,588,45,91.2,83.33333333333334,93.22799097065463,
8445470,Craig Billington,19981999,1085:33,NA,0,11,1,8,440,73,24,343,29,379,84,0.894,2.8741,21,18,492,52,86.90476190476191,82.75862068965517,90.50131926121372,
8445470,Craig Billington,19992000,611:21,NA,2,3,1,6,282,70,10,202,10,222,78,0.91,2.748,13,10,310,28,89.74358974358975,100.0,90.990990990991,
8445470,Craig Billington,20002001,660:14,NA,0,3,2,5,290,86,11,193,13,208,96,0.915,2.4537,12,10,317,27,89.58333333333334,84.61538461538461,92.78846153846155,
8445470,Craig Billington,20012002,710:22,NA,0,4,3,5,259,42,10,207,12,232,51,0.878,3.0407,17,10,295,36,82.35294117647058,83.33333333333334,89.22413793103449,
8445470,Craig Billington,20022003,217:14,NA,0,1,1,3,79,27,2,50,4,60,32,0.823,4.6954,5,5,96,17,84.375,50.0,83.33333333333334,
8445551,Mike Blake,19811982,50:59,NA,0,0,0,0,30,0,0,0,NA,NA,NA,0.9375,2.3537,2,0,32,2,NA,NA,NA,
8445551,Mike Blake,19821983,430:49,NA,0,4,0,4,180,0,0,0,NA,NA,NA,0.857143,4.1781,9,8,210,30,NA,NA,NA,
8445551,Mike Blake,19831984,1630:34,NA,0,9,5,11,772,0,0,0,NA,NA,NA,0.867416,4.342,29,25,890,118,NA,NA,NA,
8445609,Dan Bouchard,19721973,1940:05,NA,2,9,10,15,979,0,0,0,NA,NA,NA,0.907322,3.0926,34,33,1079,100,NA,NA,NA,
8445609,Dan Bouchard,19731974,2655:40,NA,5,19,8,18,1233,0,0,0,NA,NA,NA,0.909292,2.779,46,43,1356,123,NA,NA,NA,
8445609,Dan Bouchard,19741975,2396:58,NA,3,20,5,15,1178,0,0,0,NA,NA,NA,0.913887,2.7785,40,40,1289,111,NA,NA,NA,
8445609,Dan Bouchard,19751976,2665:08,NA,2,19,8,17,1155,0,0,0,NA,NA,NA,0.910883,2.544,47,44,1268,113,NA,NA,NA,
8445609,Dan Bouchard,19761977,2373:08,NA,1,17,5,17,992,0,0,0,NA,NA,NA,0.8771,3.5143,42,40,1131,139,NA,NA,NA,
8445609,Dan Bouchard,19771978,3337:16,NA,2,25,19,12,1278,0,0,0,NA,NA,NA,0.893082,2.7508,58,58,1431,153,NA,NA,NA,
8445609,Dan Bouchard,19781979,3617:50,NA,3,32,7,21,1609,0,0,0,NA,NA,NA,0.88895,3.3335,64,62,1810,201,NA,NA,NA,
8445609,Dan Bouchard,19791980,3064:32,NA,2,23,10,19,1435,0,0,0,NA,NA,NA,0.897997,3.1913,53,51,1598,163,NA,NA,NA,
8445609,Dan Bouchard,19801981,757:20,NA,0,4,3,5,387,0,0,0,NA,NA,NA,0.883562,4.0405,14,13,438,51,NA,NA,NA,
8445609,Dan Bouchard,19801981,1737:53,NA,2,19,5,5,788,0,0,0,NA,NA,NA,0.895455,3.1763,29,29,880,92,NA,NA,NA,
8445609,Dan Bouchard,19811982,3568:06,NA,1,27,11,22,1493,0,0,0,NA,NA,NA,0.866512,3.8676,60,60,1723,230,NA,NA,NA,
8445609,Dan Bouchard,19821983,2945:11,NA,1,20,8,21,1381,0,0,0,NA,NA,NA,0.875158,4.0133,50,50,1578,197,NA,NA,NA,
8445609,Dan Bouchard,19831984,3368:06,NA,1,29,8,18,1342,0,0,0,NA,NA,NA,0.881735,3.2066,57,57,1522,180,NA,NA,NA,
8445609,Dan Bouchard,19841985,1792:17,NA,0,12,4,14,751,0,0,0,NA,NA,NA,0.879391,3.4481,30,30,854,103,NA,NA,NA,
8445609,Dan Bouchard,19851986,1690:13,NA,2,11,2,14,682,0,0,0,NA,NA,NA,0.864385,3.7983,32,28,789,107,NA,NA,NA,
8445619,Roland Boutin,19781979,89:54,NA,0,0,0,1,43,0,0,0,NA,NA,NA,0.811321,6.6741,2,1,53,10,NA,NA,NA,
8445619,Roland Boutin,19791980,925:52,NA,0,7,1,7,400,0,0,0,NA,NA,NA,0.881057,3.4994,18,15,454,54,NA,NA,NA,
8445619,Roland Boutin,19801981,119:52,NA,0,0,0,2,64,0,0,0,NA,NA,NA,0.853333,5.5061,2,2,75,11,NA,NA,NA,
8445693,Mario Brunetta,19871988,1542:37,NA,0,10,1,12,680,0,0,0,4,63,30,0.876,3.7339,29,24,776,96,0.0,0.0,0.0,
8445693,Mario Brunetta,19881989,226:18,NA,0,1,0,3,97,0,0,0,0,14,5,0.836,5.0376,5,3,116,19,0.0,NA,0.0,
8445693,Mario Brunetta,19891990,191:20,NA,0,1,0,2,86,0,0,0,0,7,5,0.869,4.0767,6,4,99,13,0.0,NA,0.0,
8445694,Richard Brodeur,19791980,80:00,NA,0,1,0,0,29,0,0,0,NA,NA,NA,0.828571,4.5,2,2,35,6,NA,NA,NA,
8445694,Richard Brodeur,19801981,3015:59,NA,0,17,16,18,1350,0,0,0,NA,NA,NA,0.884086,3.5212,52,50,1527,177,NA,NA,NA,
8445694,Richard Brodeur,19811982,3001:46,NA,2,20,12,18,1407,0,0,0,NA,NA,NA,0.893333,3.358,52,51,1575,168,NA,NA,NA,
8445694,Richard Brodeur,19821983,3283:19,NA,0,21,8,26,1426,0,0,0,NA,NA,NA,0.872705,3.801,58,57,1634,208,NA,NA,NA,
8445694,Richard Brodeur,19831984,2099:05,NA,1,10,5,21,920,0,0,0,NA,NA,NA,0.867107,4.0303,36,35,1061,141,NA,NA,NA,
8445694,Richard Brodeur,19841985,2921:41,NA,0,16,6,27,1367,0,0,0,NA,NA,NA,0.857053,4.6822,51,49,1595,228,NA,NA,NA,
8445694,Richard Brodeur,19851986,3530:04,NA,2,19,8,32,1481,0,0,0,NA,NA,NA,0.860546,4.0792,64,63,1721,240,NA,NA,NA,
8445694,Richard Brodeur,19861987,2961:47,NA,1,20,5,25,1210,0,0,0,NA,NA,NA,0.871758,3.6059,53,50,1388,178,NA,NA,NA,
