GameID,GameType,HomeTeamID,AwayTeamID,HomeTeamName,AwayTeamName,Winner,Date,HomeScore,AwayScore,HomeShots,AwayShots,HomeGiveaways,AwayGiveaways,HomeTakeaways,AwayTakeaways,HomeFO,AwayFO,HomePIM,AwayPIM,HomePPG,AwayPPG,HomePPA,AwayPPA,HomeHits,AwayHits,HomeFaceoff,AwayFaceoff,P1HomeScore,P1AwayScore,P1HomeShots,P1AwayShots,P2HomeScore,P2AwayScore,P2HomeShots,P2AwayShots,P3HomeScore,P3AwayScore,P3HomeShots,P3AwayShots,GoalieWin,GoalieLoss,FirstStar,SecondStar,ThirdStar
2018020011,R,19,52,St. Louis Blues,Winnipeg Jets,52,2018-10-04,1,5,42,25,5,4,7,10,4,8,0.0,1.0,4.0,2.0,18,20,58.2,41.8,0,1,10,10,0,0,12,7,1,4,20,8,NA,NA,NA,NA,Connor Hellebuyck,Jake Allen,Connor Hellebuyck,Kyle Connor,Patrik Laine,
2018020012,R,25,53,Dallas Stars,Arizona Coyotes,25,2018-10-04,3,0,25,30,13,10,5,7,8,8,0.0,0.0,2.0,2.0,31,24,52.3,47.7,0,0,10,8,3,0,10,12,0,0,5,10,NA,NA,NA,NA,Ben Bishop,Antti Raanta,Ben Bishop,Connor Carrick,John Klingberg,
2018020013,R,21,30,Colorado Avalanche,Minnesota Wild,21,2018-10-04,4,1,40,21,5,2,5,2,10,10,1.0,0.0,3.0,3.0,20,26,44.1,55.9,1,1,14,5,1,0,18,8,2,0,8,8,NA,NA,NA,NA,Semyon Varlamov,Devan Dubnyk,Nathan MacKinnon,Carl Soderberg,Devan Dubnyk,
2018020014,R,54,4,Vegas Golden Knights,Philadelphia Flyers,4,2018-10-04,2,5,25,25,10,6,12,5,10,8,0.0,1.0,3.0,4.0,31,41,48.2,51.8,1,2,8,9,0,3,9,9,1,0,8,7,NA,NA,NA,NA,Brian Elliott,Marc-Andre Fleury,Wayne Simmonds,Jonathan Marchessault,Brian Elliott,
2018020020,R,1,22,New Jersey Devils,Edmonton Oilers,1,2018-10-06,5,2,27,19,11,5,10,8,8,4,1.0,1.0,2.0,4.0,24,28,49.2,50.8,1,1,9,7,2,0,10,4,2,1,8,8,NA,NA,NA,NA,Keith Kinkaid,Cam Talbot,Travis Zajac,Kyle Palmieri,Connor McDavid,
2018020023,R,25,52,Dallas Stars,Winnipeg Jets,25,2018-10-06,5,1,35,33,12,9,6,2,13,17,3.0,0.0,5.0,3.0,22,25,62.3,37.7,2,0,16,9,1,1,15,9,2,0,4,15,NA,NA,NA,NA,Ben Bishop,Connor Hellebuyck,Jamie Benn,Tyler Seguin,Alexander Radulov,
2018020017,R,7,3,Buffalo Sabres,New York Rangers,7,2018-10-06,3,1,29,44,6,4,5,2,15,17,2.0,0.0,4.0,3.0,18,18,47.9,52.1,1,0,7,14,1,0,8,10,1,1,14,20,NA,NA,NA,NA,Carter Hutton,Henrik Lundqvist,Carter Hutton,Conor Sheary,Jack Eichel,
2018020018,R,10,9,Toronto Maple Leafs,Ottawa Senators,9,2018-10-06,3,5,37,24,8,14,16,7,4,4,1.0,0.0,2.0,2.0,30,26,50.7,49.3,0,1,12,6,3,2,12,10,0,2,13,8,NA,NA,NA,NA,Craig Anderson,Frederik Andersen,Thomas Chabot,Mitchell Marner,Craig Anderson,
2018020019,R,14,13,Tampa Bay Lightning,Florida Panthers,14,2018-10-06,1,1,29,43,11,5,5,8,10,6,0.0,0.0,3.0,5.0,37,22,47.4,52.6,0,1,4,16,0,0,14,8,1,0,8,15,4,0,NA,NA,Andrei Vasilevskiy,James Reimer,Andrei Vasilevskiy,Anthony Cirelli,Jacob MacDonald,3,
2018020021,R,2,18,New York Islanders,Nashville Predators,18,2018-10-06,3,4,29,23,14,6,6,2,4,10,1.0,0.0,4.0,1.0,18,28,55.4,44.6,1,2,7,12,2,2,15,6,0,0,7,5,NA,NA,NA,NA,Juuse Saros,Thomas Greiss,Viktor Arvidsson,Mathew Barzal,P.K. Subban,
2018020022,R,5,8,Pittsburgh Penguins,Montréal Canadiens,8,2018-10-06,1,5,22,29,6,2,12,9,6,6,0.0,0.0,3.0,3.0,24,32,60.3,39.7,0,2,7,9,1,2,12,6,0,1,3,14,NA,NA,NA,NA,Carey Price,Matt Murray,Paul Byron,Jeff Petry,Joel Armia,
2018020024,R,19,16,St. Louis Blues,Chicago Blackhawks,16,2018-10-06,4,5,30,30,4,3,4,5,8,12,2.0,0.0,6.0,4.0,26,15,55.9,44.1,2,1,9,8,0,2,8,11,2,1,13,9,2,1,NA,NA,Cam Ward,Jake Allen,Jonathan Toews,Patrick Kane,Vladimir Tarasenko,0,
2018020025,R,30,54,Minnesota Wild,Vegas Golden Knights,54,2018-10-06,1,1,30,42,7,7,9,2,11,9,0.0,0.0,2.0,3.0,18,19,50.0,50.0,1,0,5,9,0,0,8,16,0,1,14,13,4,0,NA,NA,Marc-Andre Fleury,Devan Dubnyk,Devan Dubnyk,Marc-Andre Fleury,Matt Dumba,3,
