GameID,GameType,HomeTeamID,AwayTeamID,HomeTeamName,AwayTeamName,Winner,Date,HomeScore,AwayScore,HomeShots,AwayShots,HomeTakeaways,AwayTakeaways,HomePIM,AwayPIM,HomePPG,AwayPPG,HomePPA,AwayPPA,HomeHits,AwayHits,HomeFaceoff,AwayFaceoff,P1HomeScore,P1AwayScore,P1HomeShots,P1AwayShots,P2HomeScore,P2AwayScore,P2HomeShots,P2AwayShots,P3HomeScore,P3AwayScore,P3HomeShots,P3AwayShots,GoalieWin,GoalieLoss,FirstStar,SecondStar,ThirdStar
2013010004,PR,29,29,Columbus Blue Jackets,Columbus Blue Jackets,29,2013-09-15,5,4,25,37,4,4,22,22,2.0,2.0,6.0,6.0,22,19,NA,NA,12,2,NA,NA,14,0,NA,NA,10,2,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,5,48.4,1,51.6,7,5,9,4,
